1 4.05e+06
1 6.73e+06
2 3.14e+06
2 3.61e+06
2 6.22e+06
3.5 3.13e+07
3.5 5.12e+06
3.5 4.39e+06
4.63 6.03e+06
4.63 1.41e+07
4.63 5.14e+07
5.65 4.96e+07
5.65 2.37e+07
5.65 4.02e+07
7.17 1.38e+08
7.17 6.54e+07
7.17 1.24e+08
8.62 2.98e+08
8.62 5.87e+07
8.62 3.33e+07
9.9 6.81e+07
9.9 1.2e+08
9.9 1.25e+08
11 1.08e+09
11 1.49e+09
11 1.74e+09
12 8.53e+09
12 4.22e+09
12 2.28e+09
15.5 5.14e+09
15.5 4.78e+09
15.5 4.83e+09
18 5.92e+09
18 1.07e+10
18 6.06e+09
